00000 | X=FFFF Y=FFFF Z=FFFF | jmp      00062
000E6 | X=0062 Y=0060 Z=F42C | brne     $00DA
000DA | X=0062 Y=0060 Z=F42C | st       Z, r1
000DC | X=0062 Y=0060 Z=F42C | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F42C | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F42E | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F42E | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F42E | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F42E | brne     $00DA
000DA | X=0062 Y=0060 Z=F42E | st       Z, r1
000DC | X=0062 Y=0060 Z=F42E | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F42E | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F430 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F430 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F430 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F430 | brne     $00DA
000DA | X=0062 Y=0060 Z=F430 | st       Z, r1
000DC | X=0062 Y=0060 Z=F430 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F430 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F432 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F432 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F432 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F432 | brne     $00DA
000DA | X=0062 Y=0060 Z=F432 | st       Z, r1
000DC | X=0062 Y=0060 Z=F432 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F432 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F434 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F434 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F434 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F434 | brne     $00DA
000DA | X=0062 Y=0060 Z=F434 | st       Z, r1
000DC | X=0062 Y=0060 Z=F434 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F434 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F436 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F436 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F436 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F436 | brne     $00DA
000DA | X=0062 Y=0060 Z=F436 | st       Z, r1
000DC | X=0062 Y=0060 Z=F436 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F436 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F438 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F438 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F438 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F438 | brne     $00DA
000DA | X=0062 Y=0060 Z=F438 | st       Z, r1
000DC | X=0062 Y=0060 Z=F438 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F438 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F43A | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F43A | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F43A | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F43A | brne     $00DA
000DA | X=0062 Y=0060 Z=F43A | st       Z, r1
000DC | X=0062 Y=0060 Z=F43A | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F43A | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F43C | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F43C | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F43C | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F43C | brne     $00DA
000DA | X=0062 Y=0060 Z=F43C | st       Z, r1
000DC | X=0062 Y=0060 Z=F43C | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F43C | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F43E | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F43E | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F43E | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F43E | brne     $00DA
000DA | X=0062 Y=0060 Z=F43E | st       Z, r1
000DC | X=0062 Y=0060 Z=F43E | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F43E | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F440 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F440 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F440 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F440 | brne     $00DA
000DA | X=0062 Y=0060 Z=F440 | st       Z, r1
000DC | X=0062 Y=0060 Z=F440 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F440 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F442 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F442 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F442 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F442 | brne     $00DA
000DA | X=0062 Y=0060 Z=F442 | st       Z, r1
000DC | X=0062 Y=0060 Z=F442 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F442 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F444 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F444 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F444 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F444 | brne     $00DA
000DA | X=0062 Y=0060 Z=F444 | st       Z, r1
000DC | X=0062 Y=0060 Z=F444 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F444 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F446 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F446 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F446 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F446 | brne     $00DA
000DA | X=0062 Y=0060 Z=F446 | st       Z, r1
000DC | X=0062 Y=0060 Z=F446 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F446 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F448 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F448 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F448 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F448 | brne     $00DA
000DA | X=0062 Y=0060 Z=F448 | st       Z, r1
000DC | X=0062 Y=0060 Z=F448 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F448 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F44A | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F44A | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F44A | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F44A | brne     $00DA
000DA | X=0062 Y=0060 Z=F44A | st       Z, r1
000DC | X=0062 Y=0060 Z=F44A | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F44A | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F44C | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F44C | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F44C | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F44C | brne     $00DA
000DA | X=0062 Y=0060 Z=F44C | st       Z, r1
000DC | X=0062 Y=0060 Z=F44C | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F44C | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F44E | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F44E | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F44E | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F44E | brne     $00DA
000DA | X=0062 Y=0060 Z=F44E | st       Z, r1
000DC | X=0062 Y=0060 Z=F44E | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F44E | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F450 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F450 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F450 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F450 | brne     $00DA
000DA | X=0062 Y=0060 Z=F450 | st       Z, r1
000DC | X=0062 Y=0060 Z=F450 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F450 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F452 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F452 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F452 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F452 | brne     $00DA
000DA | X=0062 Y=0060 Z=F452 | st       Z, r1
000DC | X=0062 Y=0060 Z=F452 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F452 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F454 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F454 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F454 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F454 | brne     $00DA
000DA | X=0062 Y=0060 Z=F454 | st       Z, r1
000DC | X=0062 Y=0060 Z=F454 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F454 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F456 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F456 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F456 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F456 | brne     $00DA
000DA | X=0062 Y=0060 Z=F456 | st       Z, r1
000DC | X=0062 Y=0060 Z=F456 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F456 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F458 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F458 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F458 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F458 | brne     $00DA
000DA | X=0062 Y=0060 Z=F458 | st       Z, r1
000DC | X=0062 Y=0060 Z=F458 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F458 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F45A | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F45A | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F45A | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F45A | brne     $00DA
000DA | X=0062 Y=0060 Z=F45A | st       Z, r1
000DC | X=0062 Y=0060 Z=F45A | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F45A | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F45C | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F45C | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F45C | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F45C | brne     $00DA
000DA | X=0062 Y=0060 Z=F45C | st       Z, r1
000DC | X=0062 Y=0060 Z=F45C | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F45C | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F45E | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F45E | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F45E | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F45E | brne     $00DA
000DA | X=0062 Y=0060 Z=F45E | st       Z, r1
000DC | X=0062 Y=0060 Z=F45E | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F45E | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F460 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F460 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F460 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F460 | brne     $00DA
000DA | X=0062 Y=0060 Z=F460 | st       Z, r1
000DC | X=0062 Y=0060 Z=F460 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F460 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F462 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F462 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F462 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F462 | brne     $00DA
000DA | X=0062 Y=0060 Z=F462 | st       Z, r1
000DC | X=0062 Y=0060 Z=F462 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F462 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F464 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F464 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F464 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F464 | brne     $00DA
000DA | X=0062 Y=0060 Z=F464 | st       Z, r1
000DC | X=0062 Y=0060 Z=F464 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F464 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F466 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F466 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F466 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F466 | brne     $00DA
000DA | X=0062 Y=0060 Z=F466 | st       Z, r1
000DC | X=0062 Y=0060 Z=F466 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F466 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F468 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F468 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F468 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F468 | brne     $00DA
000DA | X=0062 Y=0060 Z=F468 | st       Z, r1
000DC | X=0062 Y=0060 Z=F468 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F468 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F46A | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F46A | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F46A | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F46A | brne     $00DA
000DA | X=0062 Y=0060 Z=F46A | st       Z, r1
000DC | X=0062 Y=0060 Z=F46A | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F46A | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F46C | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F46C | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F46C | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F46C | brne     $00DA
000DA | X=0062 Y=0060 Z=F46C | st       Z, r1
000DC | X=0062 Y=0060 Z=F46C | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F46C | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F46E | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F46E | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F46E | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F46E | brne     $00DA
000DA | X=0062 Y=0060 Z=F46E | st       Z, r1
000DC | X=0062 Y=0060 Z=F46E | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F46E | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F470 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F470 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F470 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F470 | brne     $00DA
000DA | X=0062 Y=0060 Z=F470 | st       Z, r1
000DC | X=0062 Y=0060 Z=F470 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F470 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F472 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F472 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F472 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F472 | brne     $00DA
000DA | X=0062 Y=0060 Z=F472 | st       Z, r1
000DC | X=0062 Y=0060 Z=F472 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F472 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F474 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F474 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F474 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F474 | brne     $00DA
000DA | X=0062 Y=0060 Z=F474 | st       Z, r1
000DC | X=0062 Y=0060 Z=F474 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F474 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F476 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F476 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F476 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F476 | brne     $00DA
000DA | X=0062 Y=0060 Z=F476 | st       Z, r1
000DC | X=0062 Y=0060 Z=F476 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F476 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F478 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F478 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F478 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F478 | brne     $00DA
000DA | X=0062 Y=0060 Z=F478 | st       Z, r1
000DC | X=0062 Y=0060 Z=F478 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F478 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F47A | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F47A | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F47A | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F47A | brne     $00DA
000DA | X=0062 Y=0060 Z=F47A | st       Z, r1
000DC | X=0062 Y=0060 Z=F47A | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F47A | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F47C | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F47C | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F47C | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F47C | brne     $00DA
000DA | X=0062 Y=0060 Z=F47C | st       Z, r1
000DC | X=0062 Y=0060 Z=F47C | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F47C | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F47E | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F47E | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F47E | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F47E | brne     $00DA
000DA | X=0062 Y=0060 Z=F47E | st       Z, r1
000DC | X=0062 Y=0060 Z=F47E | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F47E | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F480 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F480 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F480 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F480 | brne     $00DA
000DA | X=0062 Y=0060 Z=F480 | st       Z, r1
000DC | X=0062 Y=0060 Z=F480 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F480 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F482 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F482 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F482 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F482 | brne     $00DA
000DA | X=0062 Y=0060 Z=F482 | st       Z, r1
000DC | X=0062 Y=0060 Z=F482 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F482 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F484 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F484 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F484 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F484 | brne     $00DA
000DA | X=0062 Y=0060 Z=F484 | st       Z, r1
000DC | X=0062 Y=0060 Z=F484 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F484 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F486 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F486 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F486 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F486 | brne     $00DA
000DA | X=0062 Y=0060 Z=F486 | st       Z, r1
000DC | X=0062 Y=0060 Z=F486 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F486 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F488 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F488 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F488 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F488 | brne     $00DA
000DA | X=0062 Y=0060 Z=F488 | st       Z, r1
000DC | X=0062 Y=0060 Z=F488 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F488 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F48A | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F48A | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F48A | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F48A | brne     $00DA
000DA | X=0062 Y=0060 Z=F48A | st       Z, r1
000DC | X=0062 Y=0060 Z=F48A | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F48A | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F48C | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F48C | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F48C | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F48C | brne     $00DA
000DA | X=0062 Y=0060 Z=F48C | st       Z, r1
000DC | X=0062 Y=0060 Z=F48C | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F48C | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F48E | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F48E | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F48E | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F48E | brne     $00DA
000DA | X=0062 Y=0060 Z=F48E | st       Z, r1
000DC | X=0062 Y=0060 Z=F48E | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F48E | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F490 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F490 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F490 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F490 | brne     $00DA
000DA | X=0062 Y=0060 Z=F490 | st       Z, r1
000DC | X=0062 Y=0060 Z=F490 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F490 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F492 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F492 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F492 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F492 | brne     $00DA
000DA | X=0062 Y=0060 Z=F492 | st       Z, r1
000DC | X=0062 Y=0060 Z=F492 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F492 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F494 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F494 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F494 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F494 | brne     $00DA
000DA | X=0062 Y=0060 Z=F494 | st       Z, r1
000DC | X=0062 Y=0060 Z=F494 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F494 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F496 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F496 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F496 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F496 | brne     $00DA
000DA | X=0062 Y=0060 Z=F496 | st       Z, r1
000DC | X=0062 Y=0060 Z=F496 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F496 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F498 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F498 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F498 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F498 | brne     $00DA
000DA | X=0062 Y=0060 Z=F498 | st       Z, r1
000DC | X=0062 Y=0060 Z=F498 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F498 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F49A | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F49A | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F49A | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F49A | brne     $00DA
000DA | X=0062 Y=0060 Z=F49A | st       Z, r1
000DC | X=0062 Y=0060 Z=F49A | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F49A | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F49C | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F49C | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F49C | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F49C | brne     $00DA
000DA | X=0062 Y=0060 Z=F49C | st       Z, r1
000DC | X=0062 Y=0060 Z=F49C | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F49C | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F49E | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F49E | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F49E | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F49E | brne     $00DA
000DA | X=0062 Y=0060 Z=F49E | st       Z, r1
000DC | X=0062 Y=0060 Z=F49E | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F49E | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F4A0 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F4A0 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F4A0 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F4A0 | brne     $00DA
000DA | X=0062 Y=0060 Z=F4A0 | st       Z, r1
000DC | X=0062 Y=0060 Z=F4A0 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F4A0 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F4A2 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F4A2 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F4A2 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F4A2 | brne     $00DA
000DA | X=0062 Y=0060 Z=F4A2 | st       Z, r1
000DC | X=0062 Y=0060 Z=F4A2 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F4A2 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F4A4 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F4A4 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F4A4 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F4A4 | brne     $00DA
000DA | X=0062 Y=0060 Z=F4A4 | st       Z, r1
000DC | X=0062 Y=0060 Z=F4A4 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F4A4 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F4A6 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F4A6 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F4A6 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F4A6 | brne     $00DA
000DA | X=0062 Y=0060 Z=F4A6 | st       Z, r1
000DC | X=0062 Y=0060 Z=F4A6 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F4A6 | adiw     r30, $02
